variant	sample	allele	key	value
Deletion::7:6,529,556-6,529,721(165)	7	amb	count	193
Deletion::7:6,529,556-6,529,721(165)	7	ref	count	62
Deletion::7:6,529,556-6,529,721(165)	7	amb	reason_alignmentScore_alignmentScore	94
Deletion::7:6,529,556-6,529,721(165)	7	amb	reason_multimapping	2
Deletion::7:6,529,556-6,529,721(165)	7	amb	reason_orientation_alignmentScore	1
Deletion::7:6,529,556-6,529,721(165)	7	amb	reason_orientation_orientation	1
Deletion::7:6,529,556-6,529,721(165)	7	amb	reason_same_scores	95
Deletion::7:6,529,556-6,529,721(165)	7	ref	reason_alignmentScore	62
Deletion::7:6,529,556-6,529,721(165)	7	amb	alnScore_mean	829.67357513
Deletion::7:6,529,556-6,529,721(165)	7	amb	alnScore_std	142.122774685
Deletion::7:6,529,556-6,529,721(165)	7	ref	alnScore_mean	944.419354839
Deletion::7:6,529,556-6,529,721(165)	7	ref	alnScore_std	28.5434294948
Deletion::7:6,529,556-6,529,721(165)	7	amb	insertSize_mean	454.243523316
Deletion::7:6,529,556-6,529,721(165)	7	amb	insertSize_std	250.233254443
Deletion::7:6,529,556-6,529,721(165)	7	ref	insertSize_mean	424.241935484
Deletion::7:6,529,556-6,529,721(165)	7	ref	insertSize_std	119.848787185
Deletion::7:6,951,870-6,951,908(38)	7	amb	count	202
Deletion::7:6,951,870-6,951,908(38)	7	ref	count	44
Deletion::7:6,951,870-6,951,908(38)	7	amb	reason_alignmentScore_alignmentScore	93
Deletion::7:6,951,870-6,951,908(38)	7	amb	reason_multimapping	3
Deletion::7:6,951,870-6,951,908(38)	7	amb	reason_orientation_orientation	5
Deletion::7:6,951,870-6,951,908(38)	7	amb	reason_same_scores	101
Deletion::7:6,951,870-6,951,908(38)	7	ref	reason_alignmentScore	44
Deletion::7:6,951,870-6,951,908(38)	7	amb	alnScore_mean	829.891089109
Deletion::7:6,951,870-6,951,908(38)	7	amb	alnScore_std	143.198913168
Deletion::7:6,951,870-6,951,908(38)	7	ref	alnScore_mean	942.590909091
Deletion::7:6,951,870-6,951,908(38)	7	ref	alnScore_std	28.8352043215
Deletion::7:6,951,870-6,951,908(38)	7	amb	insertSize_mean	426.930693069
Deletion::7:6,951,870-6,951,908(38)	7	amb	insertSize_std	189.612071796
Deletion::7:6,951,870-6,951,908(38)	7	ref	insertSize_mean	462.068181818
Deletion::7:6,951,870-6,951,908(38)	7	ref	insertSize_std	120.108738182
Deletion::7:8,236,365-8,236,692(327)	7	amb	count	235
Deletion::7:8,236,365-8,236,692(327)	7	ref	count	52
Deletion::7:8,236,365-8,236,692(327)	7	amb	reason_alignmentScore_alignmentScore	129
Deletion::7:8,236,365-8,236,692(327)	7	amb	reason_multimapping	10
Deletion::7:8,236,365-8,236,692(327)	7	amb	reason_orientation_alignmentScore	2
Deletion::7:8,236,365-8,236,692(327)	7	amb	reason_orientation_orientation	6
Deletion::7:8,236,365-8,236,692(327)	7	amb	reason_same_scores	88
Deletion::7:8,236,365-8,236,692(327)	7	ref	reason_alignmentScore	52
Deletion::7:8,236,365-8,236,692(327)	7	amb	alnScore_mean	804.293617021
Deletion::7:8,236,365-8,236,692(327)	7	amb	alnScore_std	146.663005538
Deletion::7:8,236,365-8,236,692(327)	7	ref	alnScore_mean	930.134615385
Deletion::7:8,236,365-8,236,692(327)	7	ref	alnScore_std	32.394223634
Deletion::7:8,236,365-8,236,692(327)	7	amb	insertSize_mean	472.876595745
Deletion::7:8,236,365-8,236,692(327)	7	amb	insertSize_std	268.708379627
Deletion::7:8,236,365-8,236,692(327)	7	ref	insertSize_mean	407.769230769
Deletion::7:8,236,365-8,236,692(327)	7	ref	insertSize_std	116.031264915
Deletion::7:12,391,493-12,391,837(344)	7	amb	count	198
Deletion::7:12,391,493-12,391,837(344)	7	ref	count	83
Deletion::7:12,391,493-12,391,837(344)	7	amb	reason_alignmentScore_alignmentScore	62
Deletion::7:12,391,493-12,391,837(344)	7	amb	reason_multimapping	7
