variant	sample	allele	key	value
Deletion::9:320,096-322,352(2256)	9	amb	count	316
Deletion::9:320,096-322,352(2256)	9	ref	count	9
Deletion::9:320,096-322,352(2256)	9	amb	reason_alignmentScore_alignmentScore	126
Deletion::9:320,096-322,352(2256)	9	amb	reason_multimapping	84
Deletion::9:320,096-322,352(2256)	9	amb	reason_insertSizeScore_alignmentScore	3
Deletion::9:320,096-322,352(2256)	9	amb	reason_orientation_orientation	4
Deletion::9:320,096-322,352(2256)	9	amb	reason_same_scores	99
Deletion::9:320,096-322,352(2256)	9	ref	reason_alignmentScore	9
Deletion::9:320,096-322,352(2256)	9	amb	alnScore_mean	788.674050633
Deletion::9:320,096-322,352(2256)	9	amb	alnScore_std	143.616527768
Deletion::9:320,096-322,352(2256)	9	ref	alnScore_mean	915.666666667
Deletion::9:320,096-322,352(2256)	9	ref	alnScore_std	38.1371792932
Deletion::9:320,096-322,352(2256)	9	amb	insertSize_mean	682.553797468
Deletion::9:320,096-322,352(2256)	9	amb	insertSize_std	677.873126001
Deletion::9:320,096-322,352(2256)	9	ref	insertSize_mean	437.555555556
Deletion::9:320,096-322,352(2256)	9	ref	insertSize_std	89.2227065159
Deletion::9:3,780,617-3,780,942(325)	9	alt	count	33
Deletion::9:3,780,617-3,780,942(325)	9	amb	count	223
Deletion::9:3,780,617-3,780,942(325)	9	alt	reason_alignmentScore	32
Deletion::9:3,780,617-3,780,942(325)	9	alt	reason_insertSizeScore	1
Deletion::9:3,780,617-3,780,942(325)	9	amb	reason_alignmentScore_alignmentScore	117
Deletion::9:3,780,617-3,780,942(325)	9	amb	reason_multimapping	3
Deletion::9:3,780,617-3,780,942(325)	9	amb	reason_orientation_alignmentScore	2
Deletion::9:3,780,617-3,780,942(325)	9	amb	reason_orientation_orientation	5
Deletion::9:3,780,617-3,780,942(325)	9	amb	reason_same_scores	96
Deletion::9:3,780,617-3,780,942(325)	9	alt	alnScore_mean	924.757575758
Deletion::9:3,780,617-3,780,942(325)	9	alt	alnScore_std	39.294559962
Deletion::9:3,780,617-3,780,942(325)	9	amb	alnScore_mean	750.264573991
Deletion::9:3,780,617-3,780,942(325)	9	amb	alnScore_std	252.948809849
Deletion::9:3,780,617-3,780,942(325)	9	alt	insertSize_mean	448.666666667
Deletion::9:3,780,617-3,780,942(325)	9	alt	insertSize_std	125.682058377
Deletion::9:3,780,617-3,780,942(325)	9	amb	insertSize_mean	435.282511211
Deletion::9:3,780,617-3,780,942(325)	9	amb	insertSize_std	257.080218168
Deletion::9:4,346,659-4,346,969(310)	9	alt	count	37
Deletion::9:4,346,659-4,346,969(310)	9	amb	count	182
Deletion::9:4,346,659-4,346,969(310)	9	alt	reason_alignmentScore	36
Deletion::9:4,346,659-4,346,969(310)	9	alt	reason_insertSizeScore	1
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_orientation_orientation	3
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_same_scores	128
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_multimapping	4
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_orientation_alignmentScore	1
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_alignmentScore_alignmentScore	45
Deletion::9:4,346,659-4,346,969(310)	9	amb	reason_alignmentScore_orientation	1
Deletion::9:4,346,659-4,346,969(310)	9	alt	alnScore_mean	940.459459459
Deletion::9:4,346,659-4,346,969(310)	9	alt	alnScore_std	21.5288550487
Deletion::9:4,346,659-4,346,969(310)	9	amb	alnScore_mean	865.928571429
Deletion::9:4,346,659-4,346,969(310)	9	amb	alnScore_std	141.227352973
