variant	sample	allele	key	value
Deletion::6:4,577,110-4,577,407(297)	6	alt	count	1
Deletion::6:4,577,110-4,577,407(297)	6	amb	count	1269
Deletion::6:4,577,110-4,577,407(297)	6	ref	count	591
Deletion::6:4,577,110-4,577,407(297)	6	alt	reason_insertSizeScore	1
Deletion::6:4,577,110-4,577,407(297)	6	amb	reason_alignmentScore_alignmentScore	271
Deletion::6:4,577,110-4,577,407(297)	6	amb	reason_multimapping	204
Deletion::6:4,577,110-4,577,407(297)	6	amb	reason_orientation_alignmentScore	1
Deletion::6:4,577,110-4,577,407(297)	6	amb	reason_orientation_orientation	2
Deletion::6:4,577,110-4,577,407(297)	6	amb	reason_same_scores	791
Deletion::6:4,577,110-4,577,407(297)	6	ref	reason_alignmentScore	591
Deletion::6:4,577,110-4,577,407(297)	6	alt	alnScore_mean	398.0
Deletion::6:4,577,110-4,577,407(297)	6	alt	alnScore_std	0.0
Deletion::6:4,577,110-4,577,407(297)	6	amb	alnScore_mean	362.491725768
Deletion::6:4,577,110-4,577,407(297)	6	amb	alnScore_std	62.7992107377
Deletion::6:4,577,110-4,577,407(297)	6	ref	alnScore_mean	401.539763113
Deletion::6:4,577,110-4,577,407(297)	6	ref	alnScore_std	4.04768856077
Deletion::6:4,577,110-4,577,407(297)	6	alt	insertSize_mean	270.0
Deletion::6:4,577,110-4,577,407(297)	6	alt	insertSize_std	0.0
Deletion::6:4,577,110-4,577,407(297)	6	amb	insertSize_mean	351.959810875
Deletion::6:4,577,110-4,577,407(297)	6	amb	insertSize_std	214.499933322
Deletion::6:4,577,110-4,577,407(297)	6	ref	insertSize_mean	329.313028765
Deletion::6:4,577,110-4,577,407(297)	6	ref	insertSize_std	68.4504722907
Deletion::6:18,275,941-18,276,235(294)	6	amb	count	1270
Deletion::6:18,275,941-18,276,235(294)	6	ref	count	505
Deletion::6:18,275,941-18,276,235(294)	6	amb	reason_alignmentScore_alignmentScore	254
Deletion::6:18,275,941-18,276,235(294)	6	amb	reason_multimapping	276
Deletion::6:18,275,941-18,276,235(294)	6	amb	reason_orientation_alignmentScore	1
Deletion::6:18,275,941-18,276,235(294)	6	amb	reason_orientation_orientation	1
