variant	sample	allele	key	value
Insertion::5:2,099,410;len=686	5	alt	count	9
Insertion::5:2,099,410;len=686	5	amb	count	256
Insertion::5:2,099,410;len=686	5	ref	count	20
Insertion::5:2,099,410;len=686	5	alt	reason_alignmentScore	9
Insertion::5:2,099,410;len=686	5	amb	reason_alignmentScore_alignmentScore	150
Insertion::5:2,099,410;len=686	5	amb	reason_multimapping	11
Insertion::5:2,099,410;len=686	5	amb	reason_orientation_orientation	1
Insertion::5:2,099,410;len=686	5	amb	reason_same_scores	94
Insertion::5:2,099,410;len=686	5	ref	reason_alignmentScore	20
Insertion::5:2,099,410;len=686	5	alt	alnScore_mean	910.666666667
Insertion::5:2,099,410;len=686	5	alt	alnScore_std	20.7525098884
Insertion::5:2,099,410;len=686	5	amb	alnScore_mean	808.8046875
Insertion::5:2,099,410;len=686	5	amb	alnScore_std	131.005937282
Insertion::5:2,099,410;len=686	5	ref	alnScore_mean	920.5
Insertion::5:2,099,410;len=686	5	ref	alnScore_std	38.942906928
Insertion::5:2,099,410;len=686	5	alt	insertSize_mean	429.888888889
Insertion::5:2,099,410;len=686	5	alt	insertSize_std	141.881362369
Insertion::5:2,099,410;len=686	5	amb	insertSize_mean	436.6796875
Insertion::5:2,099,410;len=686	5	amb	insertSize_std	194.370354992
Insertion::5:2,099,410;len=686	5	ref	insertSize_mean	435.9
Insertion::5:2,099,410;len=686	5	ref	insertSize_std	125.015559032
Insertion::5:6,868,822;len=1388	5	alt	count	12
Insertion::5:6,868,822;len=1388	5	amb	count	233
Insertion::5:6,868,822;len=1388	5	ref	count	2
Insertion::5:6,868,822;len=1388	5	alt	reason_alignmentScore	12
Insertion::5:6,868,822;len=1388	5	amb	reason_alignmentScore_alignmentScore	108
Insertion::5:6,868,822;len=1388	5	amb	reason_alignmentScore_orientation	13
Insertion::5:6,868,822;len=1388	5	amb	reason_multimapping	4
Insertion::5:6,868,822;len=1388	5	amb	reason_orientation_orientation	31
Insertion::5:6,868,822;len=1388	5	amb	reason_same_scores	77
Insertion::5:6,868,822;len=1388	5	ref	reason_alignmentScore	2
Insertion::5:6,868,822;len=1388	5	alt	alnScore_mean	924.5
Insertion::5:6,868,822;len=1388	5	alt	alnScore_std	30.6580603866
Insertion::5:6,868,822;len=1388	5	amb	alnScore_mean	717.017167382
Insertion::5:6,868,822;len=1388	5	amb	alnScore_std	225.83036981
Insertion::5:6,868,822;len=1388	5	ref	alnScore_mean	903.0
Insertion::5:6,868,822;len=1388	5	ref	alnScore_std	4.0
Insertion::5:6,868,822;len=1388	5	alt	insertSize_mean	441.75
Insertion::5:6,868,822;len=1388	5	alt	insertSize_std	135.219651555
Insertion::5:6,868,822;len=1388	5	amb	insertSize_mean	383.901287554
Insertion::5:6,868,822;len=1388	5	amb	insertSize_std	184.959718728
Insertion::5:6,868,822;len=1388	5	ref	insertSize_mean	416.0
Insertion::5:6,868,822;len=1388	5	ref	insertSize_std	82.0
Insertion::5:20,472,088;len=355	5	alt	count	27
Insertion::5:20,472,088;len=355	5	amb	count	239
Insertion::5:20,472,088;len=355	5	alt	reason_alignmentScore	27
Insertion::5:20,472,088;len=355	5	amb	reason_alignmentScore_alignmentScore	86
Insertion::5:20,472,088;len=355	5	amb	reason_alignmentScore_orientation	2
Insertion::5:20,472,088;len=355	5	amb	reason_multimapping	5
Insertion::5:20,472,088;len=355	5	amb	reason_orientation_orientation	2
Insertion::5:20,472,088;len=355	5	amb	reason_same_scores	144
Insertion::5:20,472,088;len=355	5	alt	alnScore_mean	944.592592593
Insertion::5:20,472,088;len=355	5	alt	alnScore_std	34.6327390167
Insertion::5:20,472,088;len=355	5	amb	alnScore_mean	824.188284519
Insertion::5:20,472,088;len=355	5	amb	alnScore_std	183.576788708
Insertion::5:20,472,088;len=355	5	alt	insertSize_mean	488.703703704
Insertion::5:20,472,088;len=355	5	alt	insertSize_std	92.1113717252
Insertion::5:20,472,088;len=355	5	amb	insertSize_mean	423.062761506
Insertion::5:20,472,088;len=355	5	amb	insertSize_std	188.96912655
Insertion::5:31,906,283;len=490	5	alt	count	15
Insertion::5:31,906,283;len=490	5	amb	count	270
Insertion::5:31,906,283;len=490	5	alt	reason_alignmentScore	15
Insertion::5:31,906,283;len=490	5	amb	reason_alignmentScore_alignmentScore	88
Insertion::5:31,906,283;len=490	5	amb	reason_alignmentScore_orientation	23
Insertion::5:31,906,283;len=490	5	amb	reason_multimapping	3
Insertion::5:31,906,283;len=490	5	amb	reason_orientation_orientation	35
Insertion::5:31,906,283;len=490	5	amb	reason_same_scores	121
Insertion::5:31,906,283;len=490	5	alt	alnScore_mean	924.466666667
Insertion::5:31,906,283;len=490	5	alt	alnScore_std	30.1924199464
Insertion::5:31,906,283;len=490	5	amb	alnScore_mean	732.703703704
Insertion::5:31,906,283;len=490	5	amb	alnScore_std	239.248145597
Insertion::5:31,906,283;len=490	5	alt	insertSize_mean	437.466666667
Insertion::5:31,906,283;len=490	5	alt	insertSize_std	132.730738297
Insertion::5:31,906,283;len=490	5	amb	insertSize_mean	391.862962963
Insertion::5:31,906,283;len=490	5	amb	insertSize_std	230.707060766
Insertion::5:135,114,442;len=654	5	alt	count	30
Insertion::5:135,114,442;len=654	5	amb	count	226
Insertion::5:135,114,442;len=654	5	alt	reason_alignmentScore	30
Insertion::5:135,114,442;len=654	5	amb	reason_alignmentScore_alignmentScore	100
Insertion::5:135,114,442;len=654	5	amb	reason_alignmentScore_orientation	19
Insertion::5:135,114,442;len=654	5	amb	reason_multimapping	17
Insertion::5:135,114,442;len=654	5	amb	reason_orientation_orientation	14
Insertion::5:135,114,442;len=654	5	amb	reason_same_scores	76
Insertion::5:135,114,442;len=654	5	alt	alnScore_mean	934.5
Insertion::5:135,114,442;len=654	5	alt	alnScore_std	31.1081446998
Insertion::5:135,114,442;len=654	5	amb	alnScore_mean	703.646017699
Insertion::5:135,114,442;len=654	5	amb	alnScore_std	221.731198197
Insertion::5:135,114,442;len=654	5	alt	insertSize_mean	421.966666667
Insertion::5:135,114,442;len=654	5	alt	insertSize_std	108.513742089
Insertion::5:135,114,442;len=654	5	amb	insertSize_mean	475.123893805
Insertion::5:135,114,442;len=654	5	amb	insertSize_std	319.067935528
Insertion::5:164,367,265;len=207	5	alt	count	37
Insertion::5:164,367,265;len=207	5	amb	count	171
Insertion::5:164,367,265;len=207	5	ref	count	21
