variant	sample	allele	key	value
Deletion::7:21,587,707-21,587,827(120)	7	alt	count	2
Deletion::7:21,587,707-21,587,827(120)	7	amb	count	123
Deletion::7:21,587,707-21,587,827(120)	7	ref	count	7
Deletion::7:21,587,707-21,587,827(120)	7	alt	reason_alignmentScore	2
Deletion::7:21,587,707-21,587,827(120)	7	amb	reason_alignmentScore_alignmentScore	46
Deletion::7:21,587,707-21,587,827(120)	7	amb	reason_same_scores	77
Deletion::7:21,587,707-21,587,827(120)	7	ref	reason_alignmentScore	7
Deletion::7:21,587,707-21,587,827(120)	7	alt	alnScore_mean	5672.5
Deletion::7:21,587,707-21,587,827(120)	7	alt	alnScore_std	993.5
Deletion::7:21,587,707-21,587,827(120)	7	amb	alnScore_mean	2822.7804878
Deletion::7:21,587,707-21,587,827(120)	7	amb	alnScore_std	1862.82213359
Deletion::7:21,587,707-21,587,827(120)	7	ref	alnScore_mean	3622.57142857
Deletion::7:21,587,707-21,587,827(120)	7	ref	alnScore_std	2590.40917105
Deletion::7:21,587,707-21,587,827(120)	7	alt	insertSize_mean	3536.5
Deletion::7:21,587,707-21,587,827(120)	7	alt	insertSize_std	748.5
Deletion::7:21,587,707-21,587,827(120)	7	amb	insertSize_mean	1903.96747967
Deletion::7:21,587,707-21,587,827(120)	7	amb	insertSize_std	1215.51802958
Deletion::7:21,587,707-21,587,827(120)	7	ref	insertSize_mean	2389.28571429
Deletion::7:21,587,707-21,587,827(120)	7	ref	insertSize_std	1723.97155382
Deletion::7:126,045,887-126,051,447(5560)	7	amb	count	139
Deletion::7:126,045,887-126,051,447(5560)	7	ref	count	1
Deletion::7:126,045,887-126,051,447(5560)	7	amb	reason_alignmentScore_alignmentScore	47
Deletion::7:126,045,887-126,051,447(5560)	7	amb	reason_same_scores	92
Deletion::7:126,045,887-126,051,447(5560)	7	ref	reason_alignmentScore	1
Deletion::7:126,045,887-126,051,447(5560)	7	amb	alnScore_mean	2789.84892086
Deletion::7:126,045,887-126,051,447(5560)	7	amb	alnScore_std	2005.00270336
Deletion::7:126,045,887-126,051,447(5560)	7	ref	alnScore_mean	813.0
Deletion::7:126,045,887-126,051,447(5560)	7	ref	alnScore_std	0.0
Deletion::7:126,045,887-126,051,447(5560)	7	amb	insertSize_mean	1869.5971223
Deletion::7:126,045,887-126,051,447(5560)	7	amb	insertSize_std	1241.5862546
Deletion::7:126,045,887-126,051,447(5560)	7	ref	insertSize_mean	571.0
Deletion::7:126,045,887-126,051,447(5560)	7	ref	insertSize_std	0.0
Deletion::7:13,022,102-13,028,550(6448)	7	amb	count	133
Deletion::7:13,022,102-13,028,550(6448)	7	ref	count	26
Deletion::7:13,022,102-13,028,550(6448)	7	amb	reason_alignmentScore_alignmentScore	47
Deletion::7:13,022,102-13,028,550(6448)	7	amb	reason_multimapping	1
Deletion::7:13,022,102-13,028,550(6448)	7	amb	reason_same_scores	85
Deletion::7:13,022,102-13,028,550(6448)	7	ref	reason_alignmentScore	26
Deletion::7:13,022,102-13,028,550(6448)	7	amb	alnScore_mean	2966.60902256
Deletion::7:13,022,102-13,028,550(6448)	7	amb	alnScore_std	2228.05202634
Deletion::7:13,022,102-13,028,550(6448)	7	ref	alnScore_mean	4855.34615385
Deletion::7:13,022,102-13,028,550(6448)	7	ref	alnScore_std	4215.18055953
Deletion::7:13,022,102-13,028,550(6448)	7	amb	insertSize_mean	2006.78947368
Deletion::7:13,022,102-13,028,550(6448)	7	amb	insertSize_std	1526.29905747
Deletion::7:13,022,102-13,028,550(6448)	7	ref	insertSize_mean	3086.69230769
Deletion::7:13,022,102-13,028,550(6448)	7	ref	insertSize_std	2681.69007802
