variant	sample	allele	key	value
Deletion::15:21,295,002-21,295,211(209)	15	amb	count	62
Deletion::15:21,295,002-21,295,211(209)	15	ref	count	8
Deletion::15:21,295,002-21,295,211(209)	15	amb	reason_alignmentScore_alignmentScore	32
Deletion::15:21,295,002-21,295,211(209)	15	amb	reason_multimapping	1
Deletion::15:21,295,002-21,295,211(209)	15	amb	reason_same_scores	29
Deletion::15:21,295,002-21,295,211(209)	15	ref	reason_alignmentScore	8
Deletion::15:21,295,002-21,295,211(209)	15	amb	alnScore_mean	2536.25806452
Deletion::15:21,295,002-21,295,211(209)	15	amb	alnScore_std	2100.24272741
Deletion::15:21,295,002-21,295,211(209)	15	ref	alnScore_mean	7432.25
Deletion::15:21,295,002-21,295,211(209)	15	ref	alnScore_std	3698.5966511
Deletion::15:21,295,002-21,295,211(209)	15	amb	insertSize_mean	1795.12903226
Deletion::15:21,295,002-21,295,211(209)	15	amb	insertSize_std	1586.08389198
Deletion::15:21,295,002-21,295,211(209)	15	ref	insertSize_mean	4747.5
Deletion::15:21,295,002-21,295,211(209)	15	ref	insertSize_std	2385.12316244
Deletion::15:22,873,684-22,873,922(238)	15	amb	count	93
Deletion::15:22,873,684-22,873,922(238)	15	ref	count	14
Deletion::15:22,873,684-22,873,922(238)	15	amb	reason_alignmentScore_alignmentScore	33
Deletion::15:22,873,684-22,873,922(238)	15	amb	reason_same_scores	60
Deletion::15:22,873,684-22,873,922(238)	15	ref	reason_alignmentScore	14
Deletion::15:22,873,684-22,873,922(238)	15	amb	alnScore_mean	2637.03225806
Deletion::15:22,873,684-22,873,922(238)	15	amb	alnScore_std	1841.33897314
Deletion::15:22,873,684-22,873,922(238)	15	ref	alnScore_mean	5401.0
Deletion::15:22,873,684-22,873,922(238)	15	ref	alnScore_std	3276.22422048
Deletion::15:22,873,684-22,873,922(238)	15	amb	insertSize_mean	1751.44086022
Deletion::15:22,873,684-22,873,922(238)	15	amb	insertSize_std	1220.37905677
Deletion::15:22,873,684-22,873,922(238)	15	ref	insertSize_mean	3437.92857143
Deletion::15:22,873,684-22,873,922(238)	15	ref	insertSize_std	2222.9252434
Deletion::15:24,296,187-24,296,453(266)	15	amb	count	106
Deletion::15:24,296,187-24,296,453(266)	15	ref	count	23
Deletion::15:24,296,187-24,296,453(266)	15	amb	reason_alignmentScore_alignmentScore	42
Deletion::15:24,296,187-24,296,453(266)	15	amb	reason_same_scores	64
Deletion::15:24,296,187-24,296,453(266)	15	ref	reason_alignmentScore	23
Deletion::15:24,296,187-24,296,453(266)	15	amb	alnScore_mean	2384.63207547
Deletion::15:24,296,187-24,296,453(266)	15	amb	alnScore_std	1309.30244517
Deletion::15:24,296,187-24,296,453(266)	15	ref	alnScore_mean	5794.0
Deletion::15:24,296,187-24,296,453(266)	15	ref	alnScore_std	4156.80154006
Deletion::15:24,296,187-24,296,453(266)	15	amb	insertSize_mean	1620.5754717
Deletion::15:24,296,187-24,296,453(266)	15	amb	insertSize_std	898.333435471
Deletion::15:24,296,187-24,296,453(266)	15	ref	insertSize_mean	3625.04347826
Deletion::15:24,296,187-24,296,453(266)	15	ref	insertSize_std	2530.5373459
Deletion::15:24,635,444-24,635,718(274)	15	amb	count	101
Deletion::15:24,635,444-24,635,718(274)	15	ref	count	10
Deletion::15:24,635,444-24,635,718(274)	15	amb	reason_alignmentScore_alignmentScore	51
Deletion::15:24,635,444-24,635,718(274)	15	amb	reason_same_scores	50
Deletion::15:24,635,444-24,635,718(274)	15	ref	reason_alignmentScore	10
Deletion::15:24,635,444-24,635,718(274)	15	amb	alnScore_mean	2227.3960396
Deletion::15:24,635,444-24,635,718(274)	15	amb	alnScore_std	1461.62761629
Deletion::15:24,635,444-24,635,718(274)	15	ref	alnScore_mean	4268.6
Deletion::15:24,635,444-24,635,718(274)	15	ref	alnScore_std	1808.86446148
Deletion::15:24,635,444-24,635,718(274)	15	amb	insertSize_mean	1509.0
Deletion::15:24,635,444-24,635,718(274)	15	amb	insertSize_std	1007.07107913
Deletion::15:24,635,444-24,635,718(274)	15	ref	insertSize_mean	2791.7
Deletion::15:24,635,444-24,635,718(274)	15	ref	insertSize_std	1144.55179437
Deletion::15:26,009,602-26,009,906(304)	15	amb	count	97
Deletion::15:26,009,602-26,009,906(304)	15	ref	count	16
Deletion::15:26,009,602-26,009,906(304)	15	amb	reason_alignmentScore_alignmentScore	28
Deletion::15:26,009,602-26,009,906(304)	15	amb	reason_same_scores	69
Deletion::15:26,009,602-26,009,906(304)	15	ref	reason_alignmentScore	16
Deletion::15:26,009,602-26,009,906(304)	15	amb	alnScore_mean	3173.46391753
Deletion::15:26,009,602-26,009,906(304)	15	amb	alnScore_std	2273.89934432
Deletion::15:26,009,602-26,009,906(304)	15	ref	alnScore_mean	5671.5
Deletion::15:26,009,602-26,009,906(304)	15	ref	alnScore_std	3972.49104782
Deletion::15:26,009,602-26,009,906(304)	15	amb	insertSize_mean	2108.30927835
Deletion::15:26,009,602-26,009,906(304)	15	amb	insertSize_std	1542.38879771
Deletion::15:26,009,602-26,009,906(304)	15	ref	insertSize_mean	3607.6875
Deletion::15:26,009,602-26,009,906(304)	15	ref	insertSize_std	2535.09841325
Deletion::15:26,604,583-26,604,905(322)	15	amb	count	89
Deletion::15:26,604,583-26,604,905(322)	15	ref	count	18
Deletion::15:26,604,583-26,604,905(322)	15	amb	reason_alignmentScore_alignmentScore	34
Deletion::15:26,604,583-26,604,905(322)	15	amb	reason_same_scores	55
Deletion::15:26,604,583-26,604,905(322)	15	ref	reason_alignmentScore	18
Deletion::15:26,604,583-26,604,905(322)	15	amb	alnScore_mean	2905.17977528
Deletion::15:26,604,583-26,604,905(322)	15	amb	alnScore_std	2075.41795743
Deletion::15:26,604,583-26,604,905(322)	15	ref	alnScore_mean	6164.77777778
Deletion::15:26,604,583-26,604,905(322)	15	ref	alnScore_std	3958.39520731
Deletion::15:26,604,583-26,604,905(322)	15	amb	insertSize_mean	1994.66292135
Deletion::15:26,604,583-26,604,905(322)	15	amb	insertSize_std	1470.97126015
Deletion::15:26,604,583-26,604,905(322)	15	ref	insertSize_mean	3944.94444444
Deletion::15:26,604,583-26,604,905(322)	15	ref	insertSize_std	2537.11376857
Deletion::15:28,035,299-28,035,655(356)	15	amb	count	86
Deletion::15:28,035,299-28,035,655(356)	15	ref	count	8
Deletion::15:28,035,299-28,035,655(356)	15	amb	reason_alignmentScore_alignmentScore	39
Deletion::15:28,035,299-28,035,655(356)	15	amb	reason_same_scores	47
Deletion::15:28,035,299-28,035,655(356)	15	ref	reason_alignmentScore	8
Deletion::15:28,035,299-28,035,655(356)	15	amb	alnScore_mean	2748.45348837
Deletion::15:28,035,299-28,035,655(356)	15	amb	alnScore_std	2109.98841426
Deletion::15:28,035,299-28,035,655(356)	15	ref	alnScore_mean	7576.25
Deletion::15:28,035,299-28,035,655(356)	15	ref	alnScore_std	3815.77517518
Deletion::15:28,035,299-28,035,655(356)	15	amb	insertSize_mean	1866.87209302
Deletion::15:28,035,299-28,035,655(356)	15	amb	insertSize_std	1467.04086591
Deletion::15:28,035,299-28,035,655(356)	15	ref	insertSize_mean	5087.75
Deletion::15:28,035,299-28,035,655(356)	15	ref	insertSize_std	2688.42382959
Deletion::15:28,255,070-28,255,433(363)	15	amb	count	91
Deletion::15:28,255,070-28,255,433(363)	15	ref	count	17
Deletion::15:28,255,070-28,255,433(363)	15	amb	reason_alignmentScore_alignmentScore	50
Deletion::15:28,255,070-28,255,433(363)	15	amb	reason_same_scores	41
Deletion::15:28,255,070-28,255,433(363)	15	ref	reason_alignmentScore	17
Deletion::15:28,255,070-28,255,433(363)	15	amb	alnScore_mean	2757.57142857
Deletion::15:28,255,070-28,255,433(363)	15	amb	alnScore_std	1767.76471598
Deletion::15:28,255,070-28,255,433(363)	15	ref	alnScore_mean	6825.47058824
Deletion::15:28,255,070-28,255,433(363)	15	ref	alnScore_std	4294.08745517
Deletion::15:28,255,070-28,255,433(363)	15	amb	insertSize_mean	1856.91208791
Deletion::15:28,255,070-28,255,433(363)	15	amb	insertSize_std	1204.50873346
Deletion::15:28,255,070-28,255,433(363)	15	ref	insertSize_mean	4440.70588235
Deletion::15:28,255,070-28,255,433(363)	15	ref	insertSize_std	2779.05417183
Deletion::15:30,234,190-30,234,609(419)	15	amb	count	102
Deletion::15:30,234,190-30,234,609(419)	15	ref	count	12
