variant	sample	allele	key	value
Deletion::15:24,154,659-24,154,864(205)	15	alt	count	3
Deletion::15:24,154,659-24,154,864(205)	15	amb	count	1110
Deletion::15:24,154,659-24,154,864(205)	15	ref	count	561
Deletion::15:24,154,659-24,154,864(205)	15	alt	reason_insertSizeScore	3
Deletion::15:24,154,659-24,154,864(205)	15	amb	reason_alignmentScore_alignmentScore	341
Deletion::15:24,154,659-24,154,864(205)	15	amb	reason_multimapping	66
Deletion::15:24,154,659-24,154,864(205)	15	amb	reason_orientation_alignmentScore	3
Deletion::15:24,154,659-24,154,864(205)	15	amb	reason_orientation_orientation	4
Deletion::15:24,154,659-24,154,864(205)	15	amb	reason_same_scores	696
Deletion::15:24,154,659-24,154,864(205)	15	ref	reason_alignmentScore	561
Deletion::15:24,154,659-24,154,864(205)	15	alt	alnScore_mean	398.666666667
Deletion::15:24,154,659-24,154,864(205)	15	alt	alnScore_std	2.49443825785
Deletion::15:24,154,659-24,154,864(205)	15	amb	alnScore_mean	350.516216216
Deletion::15:24,154,659-24,154,864(205)	15	amb	alnScore_std	68.609833089
Deletion::15:24,154,659-24,154,864(205)	15	ref	alnScore_mean	399.825311943
Deletion::15:24,154,659-24,154,864(205)	15	ref	alnScore_std	5.49264304106
Deletion::15:24,154,659-24,154,864(205)	15	alt	insertSize_mean	340.0
Deletion::15:24,154,659-24,154,864(205)	15	alt	insertSize_std	30.2434565926
Deletion::15:24,154,659-24,154,864(205)	15	amb	insertSize_mean	347.769369369
Deletion::15:24,154,659-24,154,864(205)	15	amb	insertSize_std	207.294700259
Deletion::15:24,154,659-24,154,864(205)	15	ref	insertSize_mean	331.905525847
Deletion::15:24,154,659-24,154,864(205)	15	ref	insertSize_std	63.2153887162
Deletion::15:29,998,873-29,999,157(284)	15	alt	count	1
Deletion::15:29,998,873-29,999,157(284)	15	amb	count	1071
Deletion::15:29,998,873-29,999,157(284)	15	ref	count	579
Deletion::15:29,998,873-29,999,157(284)	15	alt	reason_insertSizeScore	1
Deletion::15:29,998,873-29,999,157(284)	15	amb	reason_alignmentScore_alignmentScore	298
Deletion::15:29,998,873-29,999,157(284)	15	amb	reason_multimapping	129
Deletion::15:29,998,873-29,999,157(284)	15	amb	reason_same_scores	644
Deletion::15:29,998,873-29,999,157(284)	15	ref	reason_alignmentScore	579
Deletion::15:29,998,873-29,999,157(284)	15	alt	alnScore_mean	394.0
Deletion::15:29,998,873-29,999,157(284)	15	alt	alnScore_std	0.0
Deletion::15:29,998,873-29,999,157(284)	15	amb	alnScore_mean	356.495798319
Deletion::15:29,998,873-29,999,157(284)	15	amb	alnScore_std	61.9934616827
Deletion::15:29,998,873-29,999,157(284)	15	ref	alnScore_mean	398.654576857
Deletion::15:29,998,873-29,999,157(284)	15	ref	alnScore_std	8.90080776557
Deletion::15:29,998,873-29,999,157(284)	15	alt	insertSize_mean	452.0
Deletion::15:29,998,873-29,999,157(284)	15	alt	insertSize_std	0.0
Deletion::15:29,998,873-29,999,157(284)	15	amb	insertSize_mean	375.598506069
Deletion::15:29,998,873-29,999,157(284)	15	amb	insertSize_std	169.579513361
