variant	sample	allele	key	value
Deletion::4:2,539,918-2,540,219(301)	4	alt	count	1
Deletion::4:2,539,918-2,540,219(301)	4	amb	count	1248
Deletion::4:2,539,918-2,540,219(301)	4	ref	count	562
Deletion::4:2,539,918-2,540,219(301)	4	alt	reason_insertSizeScore	1
Deletion::4:2,539,918-2,540,219(301)	4	amb	reason_alignmentScore_alignmentScore	348
Deletion::4:2,539,918-2,540,219(301)	4	amb	reason_multimapping	142
Deletion::4:2,539,918-2,540,219(301)	4	amb	reason_orientation_alignmentScore	1
Deletion::4:2,539,918-2,540,219(301)	4	amb	reason_orientation_orientation	2
Deletion::4:2,539,918-2,540,219(301)	4	amb	reason_same_scores	755
Deletion::4:2,539,918-2,540,219(301)	4	ref	reason_alignmentScore	562
Deletion::4:2,539,918-2,540,219(301)	4	alt	alnScore_mean	398.0
Deletion::4:2,539,918-2,540,219(301)	4	alt	alnScore_std	0.0
Deletion::4:2,539,918-2,540,219(301)	4	amb	alnScore_mean	354.742788462
Deletion::4:2,539,918-2,540,219(301)	4	amb	alnScore_std	61.5663626934
Deletion::4:2,539,918-2,540,219(301)	4	ref	alnScore_mean	395.699288256
Deletion::4:2,539,918-2,540,219(301)	4	ref	alnScore_std	9.50502580258
Deletion::4:2,539,918-2,540,219(301)	4	alt	insertSize_mean	319.0
Deletion::4:2,539,918-2,540,219(301)	4	alt	insertSize_std	0.0
Deletion::4:2,539,918-2,540,219(301)	4	amb	insertSize_mean	382.366987179
Deletion::4:2,539,918-2,540,219(301)	4	amb	insertSize_std	188.013148067
Deletion::4:2,539,918-2,540,219(301)	4	ref	insertSize_mean	328.741992883
Deletion::4:2,539,918-2,540,219(301)	4	ref	insertSize_std	69.5569812876
Deletion::4:3,904,938-3,905,242(304)	4	alt	count	1
Deletion::4:3,904,938-3,905,242(304)	4	amb	count	1271
Deletion::4:3,904,938-3,905,242(304)	4	ref	count	504
Deletion::4:3,904,938-3,905,242(304)	4	alt	reason_insertSizeScore	1
Deletion::4:3,904,938-3,905,242(304)	4	amb	reason_alignmentScore_alignmentScore	294
Deletion::4:3,904,938-3,905,242(304)	4	amb	reason_multimapping	245
Deletion::4:3,904,938-3,905,242(304)	4	amb	reason_orientation_orientation	3
Deletion::4:3,904,938-3,905,242(304)	4	amb	reason_same_scores	729
Deletion::4:3,904,938-3,905,242(304)	4	ref	reason_alignmentScore	504
Deletion::4:3,904,938-3,905,242(304)	4	alt	alnScore_mean	402.0
Deletion::4:3,904,938-3,905,242(304)	4	alt	alnScore_std	0.0
Deletion::4:3,904,938-3,905,242(304)	4	amb	alnScore_mean	364.338316286
Deletion::4:3,904,938-3,905,242(304)	4	amb	alnScore_std	57.7208380122
Deletion::4:3,904,938-3,905,242(304)	4	ref	alnScore_mean	398.946428571
Deletion::4:3,904,938-3,905,242(304)	4	ref	alnScore_std	6.91782170095
Deletion::4:3,904,938-3,905,242(304)	4	alt	insertSize_mean	277.0
Deletion::4:3,904,938-3,905,242(304)	4	alt	insertSize_std	0.0
Deletion::4:3,904,938-3,905,242(304)	4	amb	insertSize_mean	411.586152636
Deletion::4:3,904,938-3,905,242(304)	4	amb	insertSize_std	266.346370201
Deletion::4:3,904,938-3,905,242(304)	4	ref	insertSize_mean	336.113095238
Deletion::4:3,904,938-3,905,242(304)	4	ref	insertSize_std	68.8676058107
Deletion::4:5,421,645-5,421,914(269)	4	amb	count	1172
Deletion::4:5,421,645-5,421,914(269)	4	ref	count	521
Deletion::4:5,421,645-5,421,914(269)	4	amb	reason_alignmentScore_alignmentScore	212
Deletion::4:5,421,645-5,421,914(269)	4	amb	reason_multimapping	269
Deletion::4:5,421,645-5,421,914(269)	4	amb	reason_orientation_orientation	1
Deletion::4:5,421,645-5,421,914(269)	4	amb	reason_same_scores	690
Deletion::4:5,421,645-5,421,914(269)	4	ref	reason_alignmentScore	521
Deletion::4:5,421,645-5,421,914(269)	4	amb	alnScore_mean	357.919795222
Deletion::4:5,421,645-5,421,914(269)	4	amb	alnScore_std	67.0494981743
Deletion::4:5,421,645-5,421,914(269)	4	ref	alnScore_mean	401.648752399
Deletion::4:5,421,645-5,421,914(269)	4	ref	alnScore_std	4.02600035591
Deletion::4:5,421,645-5,421,914(269)	4	amb	insertSize_mean	392.242320819
Deletion::4:5,421,645-5,421,914(269)	4	amb	insertSize_std	232.808735126
Deletion::4:5,421,645-5,421,914(269)	4	ref	insertSize_mean	319.414587332
Deletion::4:5,421,645-5,421,914(269)	4	ref	insertSize_std	72.1215976971
Deletion::4:6,582,781-6,582,950(169)	4	alt	count	3
Deletion::4:6,582,781-6,582,950(169)	4	amb	count	1052
Deletion::4:6,582,781-6,582,950(169)	4	ref	count	485
Deletion::4:6,582,781-6,582,950(169)	4	alt	reason_insertSizeScore	3
Deletion::4:6,582,781-6,582,950(169)	4	amb	reason_alignmentScore_alignmentScore	264
Deletion::4:6,582,781-6,582,950(169)	4	amb	reason_multimapping	177
Deletion::4:6,582,781-6,582,950(169)	4	amb	reason_orientation_orientation	1
Deletion::4:6,582,781-6,582,950(169)	4	amb	reason_same_scores	610
Deletion::4:6,582,781-6,582,950(169)	4	ref	reason_alignmentScore	485
Deletion::4:6,582,781-6,582,950(169)	4	alt	alnScore_mean	402.0
Deletion::4:6,582,781-6,582,950(169)	4	alt	alnScore_std	0.0
Deletion::4:6,582,781-6,582,950(169)	4	amb	alnScore_mean	354.076996198
Deletion::4:6,582,781-6,582,950(169)	4	amb	alnScore_std	66.7127572532
Deletion::4:6,582,781-6,582,950(169)	4	ref	alnScore_mean	400.787628866
Deletion::4:6,582,781-6,582,950(169)	4	ref	alnScore_std	4.95820173862
Deletion::4:6,582,781-6,582,950(169)	4	alt	insertSize_mean	329.333333333
Deletion::4:6,582,781-6,582,950(169)	4	alt	insertSize_std	12.3648246607
Deletion::4:6,582,781-6,582,950(169)	4	amb	insertSize_mean	375.817490494
Deletion::4:6,582,781-6,582,950(169)	4	amb	insertSize_std	230.878753916
Deletion::4:6,582,781-6,582,950(169)	4	ref	insertSize_mean	335.455670103
Deletion::4:6,582,781-6,582,950(169)	4	ref	insertSize_std	70.4305506712
Deletion::4:39,965,090-39,965,126(36)	4	amb	count	1193
Deletion::4:39,965,090-39,965,126(36)	4	ref	count	310
Deletion::4:39,965,090-39,965,126(36)	4	amb	reason_alignmentScore_alignmentScore	301
Deletion::4:39,965,090-39,965,126(36)	4	amb	reason_multimapping	72
Deletion::4:39,965,090-39,965,126(36)	4	amb	reason_orientation_orientation	4
Deletion::4:39,965,090-39,965,126(36)	4	amb	reason_same_scores	816
Deletion::4:39,965,090-39,965,126(36)	4	ref	reason_alignmentScore	310
Deletion::4:39,965,090-39,965,126(36)	4	amb	alnScore_mean	361.692372171
Deletion::4:39,965,090-39,965,126(36)	4	amb	alnScore_std	58.4822144361
Deletion::4:39,965,090-39,965,126(36)	4	ref	alnScore_mean	398.748387097
Deletion::4:39,965,090-39,965,126(36)	4	ref	alnScore_std	7.76143780194
Deletion::4:39,965,090-39,965,126(36)	4	amb	insertSize_mean	371.196982397
Deletion::4:39,965,090-39,965,126(36)	4	amb	insertSize_std	198.598240883
Deletion::4:39,965,090-39,965,126(36)	4	ref	insertSize_mean	326.14516129
Deletion::4:39,965,090-39,965,126(36)	4	ref	insertSize_std	69.4216770957
Deletion::4:41,388,356-41,388,528(172)	4	alt	count	1
Deletion::4:41,388,356-41,388,528(172)	4	amb	count	1249
Deletion::4:41,388,356-41,388,528(172)	4	ref	count	529
Deletion::4:41,388,356-41,388,528(172)	4	alt	reason_insertSizeScore	1
